question,answer
사실 처음에는 웃어넘길 여유도 없던 시절이 있었는데 뭐든 적응이 되니 여유도 생기나 봐요. 커피 하나 내리는 것도 떨리고 허둥지둥했던 제가 재미를 느끼며 신나는 제가 됐나 봐요. 요즘은 그래서인지 손님이 어떤 말을 해도 웃어넘기는 여유가 생겼죠.,감정화자는 적응력과 친화력이 우수해서 여러모로 멋져. 그래서 비록 나이는 나보다 어리지만 배워야 할 점이 많다는 생각이 들더라. 이곳에서 오래도록 함께 즐거운 추억 쌓아보도록 하자.
"네, 저도 무얼 해도 잘한다고 격려해 주시는 점장님 아래에서 많이 배우고 싶어요. 허물없이 대해 주셔서 고맙고요. 지금처럼 모두와 즐겁게 일하고 싶네요.",감정화자의 이런 사랑스러움에 직원도 손님도 얼마나 행복한데. 늘 고맙고 열심히 하는 모습이 아름다워. 활력 넘치고 따뜻한 마음씨를 지닌 감정화자가 마음 편하게 지낼 수 있게 노력할게.
"제가 최근, 남자친구가 생겼는데요. 너무 자상한 사람을 만나서 참 좋아요. 남자친구가 자주 업어주는데, 업어줄 때마다 큰 행복과 기쁨을 느껴요.","이야기만 들어도 부럽네요. 정말 잘해주는 남자친구를 만났나봐요. 사랑하는 사람이 업어준다면, 사랑받는 느낌이 더 많이 들 것 같아요."
"네 제가 며칠 전 너무 오래 걸어서 다리가 아팠거든요. 다리가 저리다고 했더니, 업어주더라고요. 전 이런 자상한 사람이 이상형이었는데, 만나게 되서 너무 기쁜 거 있죠.","저도 자상한 남자친구가 있기에 그 마음이 이해돼요. 저는 어쩌다가 한번 업히기만 해도 기분이 좋더라고요. 감정화자님은 자주 업어주니까, 더 행복할 것 같고 그 마음이 이해가 되네요."
"네 저희 아버지께서 참 자상하시고 어머니에게 잘 해주거든요. 어머니를 잘 챙겨주는 아버지를 보며, 그런 사람을 만나고 싶다고 생각해왔어요. 그런데, 아버지처럼 자상한 사람을 만난 것 같아서 너무 행복하고 기쁘네요.",감정화자님도 마음이 따뜻하고 자상하고 배려심이 많잖아요. 항상 자상하고 섬세하게 사람들을 챙겨주는 모습을 보고 참 좋아보였거든요. 그런 분들이 서로 만났으니 정말 잘 어울리겠어요.
"주변 친구들이 우린 서로 닮았다고 많이 얘기하더라고요. 외모도 닮아보이지만, 성격이 참 비슷한거 같다고 이야기를 들어요. 저는 그런 이야기를 들을때마다 기분이 좋고 기뻐요.",이렇게까지 좋아하시는 모습을 보니 저도 기분이 좋네요. 감정화자님이 좋아하는 분은 어떤 분이신지 저도 참 궁금해요. 좋은 사랑하며 잘 만나셨으면 좋겠어요.
네 공감화자님이 이렇게 응원해주시니 더 잘 만나야겠다는 생각이 드네요. 격려를 받으니 기쁨도 두배가 돼요. 응원해주셔서 정말 감사해요.,"사실, 그전에 감정화자님이 전 연인과 헤어져서 힘들어 할때 저도 걱정 많이 했거든요. 금방 좋은 새로운 사람을 만나서 너무 축하하는 마음이에요. 이렇게 좋아하는 모습을 보니 제 마음도 안심이 돼요."
이렇게까지 저를 생각해주셨다니 정말 고마워요. 항상 공감화자님에게는 칭찬과 격려를 받는 것 같아요. 제 편이 되어주셔서 늘 감사해요.,"저는 말수가 많이 없다 보니, 이렇게 이야기를 듣는 게 하나의 기쁨이기도 해요. 게다가 감정화자님의 이야기는 늘 관심이 많고요. 언제든지 편하게 이야기 해주세요."
그렇게 말해주시니 저도 너무 좋네요. 앞으로도 친구처럼 사이좋게 지내고 싶어요.,저도 마찬가지에요 감정화자님. 다음에 더 많은 이야기 나눠요. 그럼 오늘도 좋은 하루 보내세요.
정기 근로 장려금 신청이 코앞으로 다가왔어요. 이번에도 신청해서 장려금을 받을 생각하니 참 기쁘네요. 계속 기다려왔던 것이기에 기분이 참 좋아요.,"소소하게나마 생활에 금전적으로 보탬이 될 수 있기에, 그 기쁜 마음 잘 알아요. 저도 신청 기간만을 기다렸거든요. 감정화자님은 요즘 형편이 어렵다 하셨는데, 참 다행이에요."
네 사실 요즘 형편이 안 좋다 보니 생활비도 부족하고 버거웠거든요. 저에게는 목돈과 같은 느낌이기에 얼른 신청하고 싶어요. 조금의 돈이라도 저에겐 크게 느껴지기에 신청기간이 코 앞으로 다가온 게 참 기뻐요.,"저도 작년에 신청했는데, 저도 목돈이 생긴 것 같아 좋았거든요. 소소하게 사고 싶은 것도 살수 있어 기뻐서 그 기분 알아요. 그래서 감정화자님의 기쁜 마음이 이해가 더 돼요."
"작년에는 취업이 안 됐어서, 한참 형편이 어려울 때 근로 장려금을 받았거든요. 금액도 제가 생각했던 것 보다 많아서 예상외 큰 도움이 됐었어요. 이번에도 그래서 기대하는 마음이 크고, 장려금을 받을 생각을 하니 기쁘네요.",이렇게나 기뻐하시는 모습을 보니 저도 기분이 좋네요. 형편이 어려울 때쯤 한 번씩 근로장려금을 받을 수 있다는 게 참 고마운 일인 것 같기도 해요.
"네 여러모로 유익하고, 저도 감사함을 느껴요. 그런데 한편으로는, 근로 장려금을 받지 않아도 될 정도의 월급이었다면 얼마나 좋았을까 싶어요. 요즘 형편이 어렵다 보니, 금전적인 고민이 크거든요.","입사한 지 얼마 안 되셨으니, 점점 원하시는 대로 급여도 더 올라가실 거예요. 그러다 보면 형편도 더 개선되고 좋아질 날이 올 테니 긍정적으로 생각하시기 바라요. 고민하기보다, 기쁜 마음으로 받는다면 감정화자님의 기쁨이 두배가 되실 거라 생각해요."
"네 긍정적으로 생각하고 받아들여야죠. 참 다행인 건, 월세 낼 돈이 좀 빠듯했는데, 근로장려금을 받게 되면 충당이 돼요. 하늘도 저를 돕는다는 생각이 들어서 더 기분이 좋고 기쁜 거 있죠.","감정화자님이 워낙 밝고 긍정적이셔서 그런 것 같아요. 좋은 분이시니, 하늘도 돕는 거 아닐까 싶네요. 때로는 감정화자님의 긍정적이고 밝은 마인드가 부럽기도 해요."
"전 오히려 공감화자님을 보고 그런 생각을 했는 걸요. 항상 남들을 배려하고, 이야기도 잘 들어주시고 말이에요. 오늘도 이렇게 이야기 들어주셔서 감사해요.",감정화자님과 대화하는게 즐겁기 때문에 더 잘 들을 수 있는 것 같아요. 지난번에 제가 기쁠 때 함께 기뻐해주시기도 했잖아요.
서로를 위한 이야기를 하니까 친구처럼 훈훈하게 느껴지네요. 우리 앞으로도 더 가까운 사이로 친하게 지내고 싶어요.,그건 저도 마찬가지예요. 항상 저를 좋게 봐주셔서 고마워요 감정화자님. 그럼 정기 근로 장려금 신청 잘 하시고 다음에 또 이야기 나눠요.
저는 평소에 홈쇼핑 채널을 즐겨보는데요. 오늘 홈쇼핑에서 마음에 드는 옷을 구입했어요. 얼른 입어보고 싶은 마음에 기대감도 크고 마음에 드는 옷을 사게 되서 기쁘네요.,저도 홈쇼핑 보는게 재밌고 즐겁더라고요. 쉬는 날 텔레비전을 통해 보면 시간 때우기도 좋고요. 때로는 스트레스가 풀리기도 해서 그 기분 잘 알아요.
"더 기쁜 것은, 아주 저렴한 가격에 세일하는 데 구입한 거예요. 티셔츠 한 장 가격에 두 장을 구입했어요. 엄마랑 같이 홈쇼핑을 보던 중이라, 엄마 하나, 저 하나 입기로 해서 참 뿌듯하네요.",저도 가끔 할인가에 제품을 구입하면 기분이 참 좋더라고요. 이득을 본 기분이라 기쁘고요. 감정화자님이 얼마나 기분 좋으신지 충분히 이해가 돼요.
"그런데 한편으로는 홈쇼핑 채널을 자주 보다 보니, 너무 소비를 많이 하는 게 아닌가 싶기도 해요. 때로는 충동 구매를 할 때도 있거든요. 가끔은 구매하고 후회하기도 하고 자책할 때도 있어서 좀 걱정되기도 해요.","그렇지만, 오늘 구입하신건 어머니와 함께 입을 티셔츠 잖아요. 이왕 구입한거, 오늘은 기쁜 마음으로 받아들여보는건 어떨까 싶어요. 충동 구매는 차차 줄여 나가면 되니까 걱정 하시기보다는 긍정적으로 받아들여도 좋을것 같아요."
"그 말도 일리가 있네요. 때로 걱정은 하지만, 오늘 구입 한 옷은 후회도 없고 뿌듯한 마음이 더 크긴 해요. 좋은 조언 감사해요.","감정화자님이 기분 좋아하시고 기뻐하시는 모습을 보니 저도 기분이 좋네요. 홈쇼핑을 즐겨보신다면, 다음에 더 깊은 대화 나누면 좋겠어요. 저도 홈쇼핑 보는걸 참 좋아하니까요."
같은 취미를 갖고 있어서 더 동질감이 느껴져서 더 기쁘네요. 홈쇼핑 즐겨보는 사람들이 생각 보다 제 주변에는 많이 없었거든요. 듣던 중 반가운 이야기에요.,저도 오늘 감정화자님 이야기를 듣고 같은 마음이었어요. 저도 저 외에는 별로 없어서요. 앞으로 회사에서 취미를 공유할 사람이 생겨서 좋아요.
"그럼 다음에 회사에서 볼 때, 어떤 종류의 홈쇼핑을 좋아하는지 얘기하고 싶네요. 그리고 또, 좋아하는 쇼 호스트가 또 있으신지도 이야기 해보고 싶어요.",얘기만 들어도 재밌고 즐거울것 같은걸요. 그럼 우리 만나면 더 많은 이야기 나눠요.
네 오늘도 이야기 들어주셔서 정말 고마워요 공감화자님. 항상 저를 편안하게 해주시는 건 이 회사에서 공감화자님 뿐이에요. 그럼 오늘도 좋은 하루 보내세요.,저도 감정화자님이 좋고 친구같이 편하게 느끼는걸요. 오늘 하루 파이팅 하시기 바라며 멋진 하루 되시길 바라요.
저번에 창립 기념 파티에 참석한 분 중에 한 분과 우연히 만나게 되었어요. 그 자리에서 그분이 우리 확실히 작년에 열린 파티에서 만났다고 하시더라고요. 그렇게 이야기를 시작하면서 정말 오래 이야기 했는데 정말 기쁘더라고요.,인연이라는 것이 있나 봐요. 감정화자씨에게 그런 인연이 찾아와서 참 설레고 떨릴 것 같아요. 기뻐하는 감정화자씨를 보니 저도 참 기분이 좋네요.
저번 파티에서 봤을 때도 말도 잘 통하고 괜찮은 사람이라고 생각했는데. 우연히 마주쳤는데 그 분이 저에게 호감이 있는 눈치였어요. 그래서 더 가슴이 정말 두근거리더라고요.,내가 호감이 있는 사람이 나에게 호감을 표시해주는 것만큼 기쁜 일은 없죠. 우연한 기회에 이렇게 마음에 드는 사람이 나타나서 비슷한 마음이란 걸 확인해서 좋을 것 같아요.
심지어 회사 파티에서 만난 분이 그러니까 더 신기해요. 작년에 만났는데 저를 기억하고 호감을 표현해주니까 더 좋은 거 있죠.,많은 사람이 참석한 파티였는데 그 안에서 통하는 사람을 만난 셈이니 더 신나겠어요. 운명이라는 생각에 더 기대될 것 같아요. 듣는 저도 말랑말랑해지는 느낌이네요.
이야기를 하느라 서 있는 줄도 모르고 한 시간이 지난 거 있죠. 먼저 연락하겠다며 연락처를 받아가셔서 다음 약속까지 잡았어요. 가슴 떨리는 감정이 정말 오랜만이라 더 행복하네요.,그 사람이 호감을 표현해주니까 생각만 해도 저절로 미소가 나올 것 같아요. 저까지 막 심장이 쿵쾅거리네요.
그때 창립기념 파티에 사회를 보기를 정말 잘했다는 생각이 들어요. 처음에 그 자리가 정말 부담스러웠는데 그렇게 나선 바람에 이런 인연이 만들어 진 것 같네요.,제가 봐도 정말 자연스럽고 센스있게 사회를 진행했던 것 것 같아요. 떨지도 않고 또박또박 어찌나 잘 하시던 지 전문적으로 그 일 하시는 분인 줄 알았어요. 그때 그 매력을 그분이 알려보셨다고 생각합니다.
그 자리에 만난 사람과 지금 인연이 이어지는 희박한 일이 저에게 일어난 거니 너무 기쁩니다.,감정화자씨가 말한 것처럼 그건 정말 쉽지 않은 일인데 마법처럼 일어났네요. 지금 이 순간을 마음껏 즐기고 누려도 될 것 같아요.
공감화자씨가 응원해주고 같이 기뻐해주니까 너무 좋네요. 하늘을 나는 기분입니다.,저에게 이렇게 털어 놔줘서 고마워요. 관계가 더 발전하게 된다면 꼭 알려주세요!
공감화자님 저 오늘 점심에 기쁜 일이 있었어요. 방금 잡은 닭으로 볶음탕을 하는 맛집을 가서 먹었는데 다리가 3개 나왔거든요. 저는 평소에 닭다리를 너무 좋아했는데 무려 3개나 나와서 기분이 엄청 좋답니다.,저도 다리 좋아해서 그런 상황이었으면 기분이 좋았을 것 같아요. 그런데 갓 잡았는데 3개가 들어갈 수 있는 거예요? 이상하진 않으셨어요?
안 그래도 한 마리를 시켰는데 다리가 3개라 물어보긴 했어요. 그런데 취소한 손님이 생겨서 서비스로 하나 더 넣어 주셨다고 하더라고요. 그래서 더 기쁘고 맛있게 먹었답니다.,그런 행운이 있었 다니 저도 함께 갈 걸 그랬나 봐요. 그래서 감정화자님이 오늘 오후에 기분이 좋았던 거군요? 요즘 좀 기운이 없어 보여서 걱정하고 있었거든요.
티를 안 낸다고 생각했는데 다 티가 났었나 봐요. 사실 가을이 되면서 외롭기도 하고 회사생활도 재미가 없어지더라고요. 그래서 기운이 많이 없었어요.,항상 밝게만 지내던 감정화자님이라 기운 없는게 유독 더 잘 보였어요. 맞아요 가을이 되니 저도 감정화자님과 비슷하게 외로움이 좀 느껴져요. 그래서 감정화자님의 느낌을 이해 할 수 있을 것 같네요.
날씨가 서늘해지면 저는 꼭 이런 마음이 들더라고요. 그런데 오늘 닭다리 3개를 먹은 것처럼 소소한 기쁨이 생기면 또 괜찮아지더라고요. 오늘도 아침부터 유독 기운이 없었는데 이제는 괜찮아요.,맞아요. 저는 그래서 작고 소소한 행복을 찾으려고 노력해요. 그래서 일부러 라도 작아서 그냥 지나칠 수 있는 일들을 주의 깊게 살피곤 한답니다. 그러다 보면 더 풍성한 행복을 느끼게 되는 것 같아요.
공감화자님 말 대로 습관처럼 행복을 찾으려는 노력이 정말 필요한 것 같아요. 생각해보니 지난한 하루에도 잘 생각해보면 정말 작은 행복들이 있었네요. 공감화자님 덕분에 깨닫게 되었어요.,많은 사람들이 일상속의 작은 기쁨들을 무심코 넘겨버리고는 하죠. 어쩌면 오늘처럼 닭다리 3개가 들어왔어도 식당을 의심하며 화를 낼 수 있었을 거예요. 하지만 감정화자님은 오히려 더 행복함을 느꼈으니 충분히 긍정적인 사람이신 것 같아요.
그렇게 칭찬해 주시니 기분이 더 좋아지네요. 항상 속으로는 제가 부정적인 사람이라고 생각했는데 공감화자님의 말을 들으니 저도 꽤 괜찮은 사람 같아요. 닭다리 3개와 더불어 또 다른 행복한 일이 생겼네요.,그렇게 받아들여줘서 제가 더 고맙네요. 사실 저도 요즘 회사 다니면서 지루하기도 하고 여러 가지 우울했었는데 오늘 감정화자님과 대화 하면서 나아졌어요. 서로 주고받으면서 행복에 대해서 생각하는 계기가 되었네요.
정말 그래요. 이런 좋은 동료가 있다는 점도 제 행복에 일조하는 점 같아요. 저랑 함께 같이 일 해주셔서 너무 행복하고 감사합니다.,저도 마찬가지예요. 우리 힘들고 지루한 일이 있어도 오늘처럼 서로 응원하면서 잘 지내봐요. 감정화자님의 든든한 마음 동료가 되어 드릴게요.
"오늘 간만에 연차를 쓰길 잘한것 같아요. 본가에 가는 길인데, 평일 오전에 나왔더니 고속도로가 한산해요. 오랜만에 누리는 여유에 기분이 참 좋네요.","오늘 어머니 생신이라고 하셨는데, 어머니를 뵈러 가는 건가 보네요. 요즘 밤낮 계속 일만 하시고, 야근으로 인해 힘드셨었잖아요. 연차를 내고, 여유를 만끽하시 는것 같아 보기 참 좋아요."
"네 사실 업무가 요즘 너무 바쁘다 보니 눈치가 보이기도 해서 연차를 쓸지 고민했거든요. 그런데, 이렇게 하루 정도 쉬어주니 이제야 살 것 같아요. 그동안 업무로 인해 너무 지쳐있었는데, 오늘 쉬니까 기분도 상쾌하고 정말 기쁘네요.",저 그 마음 잘 알아요. 저도 저번 주에 연차 사용하고 여행갔을 때 딱 그렇게 행복했어요. 감정화자님도 얼마나 기쁘고 즐거우실지 공감이 가요.
"오늘만큼은 업무의 짐을 내려놓으려 해요. 게다가 어머니 생신이라, 오랜만에 어머니를 만날 생각을 하니 더 기뻐요. 백화점에서 선물을 고르고 있는데, 엄마가 기뻐할 표정을 상상하니 저도 신나요.","감정화자님은 항상 다른 사람들을 잘 챙기시는 것 같아요. 게다가 어머니와 가족을 정말 잘 챙기시는 걸 보면 정말 가정적이고 효녀이신 것 같아요. 이런 모습이 참 보기 좋기도 하고, 멋있네요."
"좋은 점을 봐주셔서 정말 고마워요. 사실 요즘 업무로 인해 제 시간도 없고, 가족들도 잘 못 챙겼거든요. 요즘 사실 이 일을 계속해야 하나 회의감이 너무 크게 느껴지기도 했어요.","많이 힘들어 하셨을 지라도, 해야 할 일들을 항상 책임감있게 잘 해내셨다고 생각해요. 이번만큼은 회사 생각 말고 즐겁게 푹 쉬시고 오길 바라요."
그렇게 말해주니 기쁜 마음으로 쉴 수 있겠어요. 한편으로는 제가 연차를 내는 바람에 다른 직원들의 업무가 더 늘어날까 봐 걱정도 됐거든요.,"최근 가장 많은 일을 하고, 고생하신 게 감정화자님 이신걸요. 다른 직원들도 모두 이해할 거예요. 그만큼 열심히 하셨다는 걸 우리 모두 충분히 알고 있어요."
"이렇게 이야기해주니 기쁜 마음이 더 크네요. 평일 오전에 고속도로가 한산해서 기분이 좋아서 연락드린 거거든요. 그런데, 이렇게 제가 노력한걸 공감화자님이 알아주시니, 업무적으로 인정받는 느낌이 들어서 더 기분이 좋아요.","제가 느낀 그대로 솔직하게 한 이야기인걸요. 물론, 감정화자님이 좋으니까 더 긍정적이게 얘기한 것도 있지만요. 전 감정화자님을 정말 좋게 생각하거든요."
그건 저도 마찬가지에요. 공감화자님은 항상 사람의 마음을 편안하게 해주시는 분이에요. 좋은 친구가 생긴 기분이라 기뻐요.,저도 이 회사에서 가장 좋아하는 사람이 감정화자님 인걸요. 회사에서 만나면 더 많은 이야기 나눠요 우리. 오늘도 좋은 하루 보내세요.
공감화자님 잘 지내시죠? 저 오늘 너무 마음 기쁜 일이 있었어요.,감정화자님도 잘 지내시죠? 좋은 소식이라니 벌써부터 궁금해져요.
"아이들을 데리고 놀러 다니는 게 바램이었는데, 늘 일이 바빠서 시간을 못 내다가 이번에 휴가를 내고 함께 다녀왔어요. 경북 영천군 보현리에 있는 수령 350년된 산돌배 나무를 봤는데, 아이들이 이렇게 오래된 건 처음 본다고 신기해 하더라고요. 아이들에게 좋은 경험을 시켜준 것 같아서 너무 기뻐요.","자녀들이 만족해하는 모습을 보고 행복한게 부모 마음인가봐요. 저도 여름엔 아이들을 데리고 이곳 저곳을 다녀왔는데, 만족해하는 모습을 보니 너무 행복했어요. 그래서 감정화자님 마음이 너무 잘 이해가 돼요."
"큰 아이가 여름방학 숙제로 오래된 나무를 보러 가야 한다고 하더라고요. 5시간을 운전해서 갔거든요. 그런데 아이가 만족해 하는 모습을 보니 피곤이 싹 가시고, 너무 기뻤어요.",잠시 쉬는 휴가를 아이들을 위해 쓰고 오래 운전하는 건 아무나 할 수 있는게 아닐 거예요. 아이들을 진심으로 아끼고 사랑하는 감정화자님이기에 그렇게 하실 수 있는 것 같아요.
"늘 잘 챙겨주지 못해서 미안한 마음이 있었는데, 이렇게 다녀오니까 마음이 편해요. 오가는 내내 아이들이 제게 왜 그렇게 웃고 있냐고 물어보더라고요. 함께하는 순간이 기뻐서 웃음이 막 나오더라고요.","늘 마음 한 켠에 미안함이 있었는데, 그렇게 시간을 보내면 누구라도 미소가 절로 나올 거예요. 제가 감정화자님 상황이라고 상상만 해도 이렇게 기쁜데, 당사자인 감정화자님은 얼마나 기쁘겠어요."
앞으로는 시간을 좀 자주 내볼까 해요. 이렇게 기쁠 줄 알았다면 더 진작 시간을 냈을텐데 아쉬운 마음도 들어요. 아이들도 자주 놀러다니자고 조르더라고요 더 노력을 해야겠어요.,"요즘 부모님 중에는 일이 바쁘다고 아이들에게 소홀한 경우가 정말 많더라고요. 그런데 이렇게나 헌신해주는 아버지 덕분에 아이들이 정말 기뻐할 것 같아요. 직장동료지만, 감정화자님의 그런 점은 정말 칭찬하지 않을 수가 없어요."
마음이 기뻐서 나누려고 연락을 했어요. 그런데 얘기를 하다 보니 기쁨이 배가 되는 거 있죠. 다 공감화자님이 제 얘기에 잘 공감해주셔서 그런 것 같아요.,기쁨이 배가 되셨다니 정말 좋은 소식이네요. 제 소중한 직장동료인 감정화자님 얘기라면 당연히 귀 기울여 잘 들어야죠.
앞으론 좋은 일이 생기면 공감화자님께 제일 먼저 말씀을 드려야겠어요. 공감화자님처럼 잘 귀 기울여 들어주시는 분이 또 없더라고요.,그렇게 얘기해주셔서 정말 감사해요. 감정화자님 얘기라면 언제든지 괜찮아요. 무슨 소식이 생긴다면 편하게 연락을 주세요.
제가 예전부터 갖고 싶었던 가방이 있다고 했잖아요. 언니가 취업 선물로 사주기로 했어요. 드디어 살 수 있게 돼서 너무 기뻐요.,듣던 중 정말 좋은 소식이네요. 첫 월급 타시면 그 가방을 꼭 사고 싶다고 하셨던 게 기억나요. 그런데 선물로 받게 되다니 정말 기쁠 것 같아요.
"네 얼마나 디자인이 이쁜지 몰라요. 사실 가격이 꽤 비싸다 보니, 첫 월급 타도 조금은 부담이 되었거든요. 저 가방을 제가 멜 생각을 하니 벌써부터 설레고 기분이 좋아요.",저였어도 갖고 싶었던 물건을 선물받게 되면 기분이 정말 좋을 것 같아요. 저도 저번에 생일선물로 가방을 받은 적이 있는데 맬 때마다 기분이 좋더라고요. 감정화자님이 얼마나 기쁘실지 공감이 돼요.
"사실, 취업하기 전까지 공부만 계속하다 보니 쇼핑을 안 해서 마땅히 메고 다닐 가방이 없었거든요. 결혼식이나, 친구들 모임에 나갈 때 저는 항상 해진 가방을 메고 다녔었어요. 그러다 보니, 이번 가방 선물이 더 기쁘게 느껴져요.","그런 중요한 행사에서는 멋진 옷에, 멋진 가방을 메고 싶은 법이잖아요. 그래도 이제는 마음에 드는 새 가방을 메고 가실 수 있겠네요. 정말 축하드려요."
"네 공감화자님이 축하해 주시니 기분이 더 좋네요. 어제 너무 설레서 잠도 잘 안 오더라고요. 가방 사진을 인터넷으로 캡처했는데, 사진을 보여드릴게요.",감정화자님은 스타일이 좋으셔서 가방이 감정화자님과 참 잘 어울릴 것 같아요. 감정화자님은 패션 감각도 좋으시고 다양한 느낌도 잘 소화하시니까요. 저도 이렇게 감각적인 디자인의 패션이나 가방을 고르는 안목을 배우고 싶어요.
그렇게 말해주셔서 고마워요. 제가 대학교를 다닐 때 패션학과를 전공해서 옷이나 가방 디자인에 관심이 참 많아요. 이렇게 가방 고른 안목에 대해 구체적으로 칭찬해 주시니 기쁨이 두 배가 되네요.,"전 진심으로 정말 잘 어울려서 하는 말이에요. 저도 나중에 가방을 구매할 때, 감정화자님께서 좋은 안목으로 추천해 주셨으면 좋겠네요. 정말 센스가 있으신 것 같아요."
네 공감화자님 부탁이라면 물론이죠. 회사에 다닌 이후로 항상 챙겨주셔서 정말 고마운 마음이에요. 게다가 제가 취업 선물로 가방 받는 것을 같이 기뻐해 주셔서 더 고맙기도 하고요.,"아직 오래 보진 않았지만, 감정화자님은 참 좋은 사람일 것 같아요. 그래서 더 친해지고 싶은 마음이 들기도 하고요. 앞으로 우리 친하게 지내요."
네 저는 정말 좋아요. 저도 공감화자님이랑 대화하면 마음이 참 편해요. 나이대가 비슷해서 더 그런 것 같고 동질감도 느껴져요.,그럼 다음에 기회 되면 같이 밥 먹으며 더 많은 이야기 나누고 싶네요. 그럼 오늘 좋은 하루 보내세요 감정화자님.
주말에 진짜 기쁘고 행복해서 하늘을 둥둥 떠다니는 기분이었어요. 애인이 특별한 날이 아닌데 꽃다발을 선물해주는 거예요. 진짜 그 순간 기분이 최고였어요.,감정화자씨가 정말 행복했을 것 같네요. 듣기만 해도 제가 다 기분이 말랑말랑해지면서 신이 나요. 꽃을 정말 사랑하는 감정화자씨라서 웃음이 나올 정도로 행복했을 것 같아요.
생각지도 못했던 꽃 선물을 받아서 정말 행복해요. 오랜만에 한 데이트라서 기분이 너무 좋았거든요. 게다가 애인이 꽃까지 선물해 줘서 더할 나위 없는 기쁨을 맛보았어요.,제가 감정화자씨라도 구름 위를 걸어가 듯 기분이 좋았을 것 같아요. 거기다가 요즘 일들이 많아서 애인을 모처럼 만난 거잖아요. 감정화자씨가 오래간만에 애인을 만난 거 만으로도 행복하고 기뻤을 텐데 행복이 배가 되었겠어요.
그동안 회사 일이 너무 바빠서 애인을 못 만났잖아요. 정말 힘들고 피곤했는데 생각지도 못했던 꽃다발까지 받으니 그 고단함이 씻은 듯이 사라지더라고요.,감정화자씨가 행복해 하는 게 여기까지 느껴지네요. 꽃다발 선물 받으면 뭔가 소중한 사람이 된 거 같잖아요. 기념일도 아닌데 받게 되서 굉장히 대접 받는 느낌이 들었을 것 같아요.
제가 힘들까 봐 꽃으로 위로해 주고 싶었다고 하더라고요. 그 마음이 정말 예쁘고 애인이 절 많이 아껴주는 거 같았어요. 그래서 기분이 더 좋고 너무 행복합니다.,감정화자씨를 누구보다 더 잘 알고 위로해 준 애인 덕분에 더 행복감이 충만할 거 같아요. 감정화자씨를 만족스럽게 해줘서 제가 다 애인 분께 감사할 정도입니다.
그렇게 주말을 보내고 돌아오니 힘들었던 업무도 잘해 나갈 수 있을 것 같은 마음이 들어요. 자신감 충전해서 열심히 일하는 중입니다.,일도 사랑도 모두 잘해나가고 있는 모습도 정말 멋져요. 언제나 긍정적인 모습이 같이 일하는 동료들에게도 큰 힘을 줍니다. 그런 감정화자씨가 진짜 대단하다고 생각해요.
공감화자씨가 제 기쁨을 더 기뻐해주니까 행복한 마음이 더욱더 행복해지고 기쁨으로 충만하다. 그런 칭찬은 언제든지 환영합니다.,감정화자씨의 이런 밝은 모습들이 좋은 영향을 주는 것 같아요. 저도 힘내서 일할 준비 중입니다.
같이 기뻐해 주고 좋은 말 해주셔서 흐뭇한 마음 뿐이네요. 저도 공감화자씨께 많은 걸 배워요!,다음에도 이런 유쾌한 이야기 나눴으면 하네요. 오늘 업무도 달려보자고요!
제가 오늘 크게 깨달은 바가 있어요. 그래서 늘 제 곁에서 응원을 많이 해 주신 공감화자님께 가장 먼저 알리고 싶었어요.,감정화자님의 깨달음이 뭔지 정말 궁금해요. 그동안 항암 치료하느라 고생이 많으셨잖아요. 모쪼록 몸과 마음이 잘 회복되어 가는 것 같아 다행이에요.
다 공감화자님께서 위로해주신 덕분이에요. 그동안 제가 너무 괴로워하면서 산 것 같아요. 문득 오늘 하루도 하늘로 돌아가는 과정이므로 잘 살면 된다는 생각이 들더니 마음이 기쁨으로 차올랐어요.,정말 놀라운 깨달음이에요. 어떻게 그런 놀라운 생각을 하셨어요? 감정화자님이 병을 통해서 인생에 대한 성찰을 많이 하신 것 같아 대단해요.
"네, 처음에 제가 암이란 사실을 알았을 땐 하늘이 무너지는 것 같았어요. 왜 내게 이런 고통이 주어졌는지 하늘을 원망했어요. 마음이 늘 지옥 속에서 사는 것 같았어요.",왜 안 그렇겠어요. 아직은 젊은 나이고 한창 일할 때인데 마른하늘에 날벼락 같은 충격이었을 거예요. 저라도 그렇게 괴로워서 힘들었을 것 같아요.
항암 치료하느라 몸은 엉망진창이 되었지요. 손가락 하나 움직일 힘이 없어서 삶의 의욕이 없었어요. 그때 공감화자님이 날마다 위로의 전화를 해 주셔서 감사했어요.,제가 조금이라도 도움이 되었다니 다행이에요. 제가 회사에 적응하지 못할 때 감정화자님이 저에게 용기를 주셔서 버틸 수 있었어요. 그때의 고마움을 생각하면 제가 드린 전화는 아무것도 아니지요.
그때 공감화자님이 전화 주실 때마다 저도 용기를 많이 얻어서 정말 고맙게 생각해요. 그런데 제가 회사에 없으니 다른 분들이 제 몫의 일을 나눠서 하시느라 바쁠 것 같아요. 본의 아니게 피해를 드린 것 같아 미안해요.,그런 생각은 전혀 하실 필요 없어요. 우리는 감정화자님이 건강을 회복하시고 편안한 마음으로 회사에 나오시길 기다리고 있어요.
